ID товара;наименование;описание;цена;орг %;ccылка на товар на сайте поставщика;ссылки на Фото;размер
;DZVM6781 Жилет женский Темно-синий(54);Жилет женский. Рекомендуемый температурный режим: не ниже +5°С. Двусторонний жилет. Ромбовидная стёжка, фурнитура в тон. Высокий воротник-стойка. Карманы по бокам.Состав: 100%полиэстер, утеплитель: 100%полиэстерВозрастная группа: StandardСезон: ОсеньКоллекция: УТРО В САДУ;1076.0;15;;https://optom-brend.ru/image/data/transfer/csvParser/263/16196155653.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196155671.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196155692.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196155704.jpg;"XS"
;DZVM6808 Жилет женский Черный(49);Жилет женский. Рекомендуемый температурный режим: не ниже +5°С. Жилет двусторонний с диагональной стёжкой и прорезными карманами с обеих сторон. Пройма обработана эластичным пайпингом.Состав: 100%полиэстер, утеплитель: 100%полиэстерВозрастная группа: StandardСезон: ОсеньКоллекция: ЛЕГКИМ РОСЧЕРКОМ;1076.0;15;;https://optom-brend.ru/image/data/transfer/csvParser/263/16196155903.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196155911.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196155932.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196155954.jpg;"M;S;XS"
;DFN6689 Толстовка женская Черный(49);Новинка! Свитшот женский свободного объема из футера с манжетами и горловиной из рибаны и мягким эластичным принтом с глянцем. Перевод Я могу и я сделаю это. Наблюдай за мной. Сделай это возможным. Шокируй всех.Состав: 65%полиэстер 35%хлопок, вставка: 95%хлопок 5%эластанВозрастная группа: StandardСезон: ОсеньКоллекция: WOW!;489.0;15;;https://optom-brend.ru/image/data/transfer/csvParser/263/16196155983.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196156001.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196156022.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196156044.jpg;"L;M;S;XL;XS;XXS"
;DFN6690 Толстовка женская Черника(48);Свитшот женский маленького объема из мягкого футера с манжетами из основной ткани и со стойким эластичным принтом с элементами золота. Перевод Эта кухня предназначена для танцев. Молодость. Она верила, что сможет, и сделала это.Состав: 65%полиэстер 35%хлопокВозрастная группа: StandardСезон: ОсеньКоллекция: WOW!;587.0;15;;https://optom-brend.ru/image/data/transfer/csvParser/263/16196156073.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196156091.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196156112.jpg;"XXS"
;DFN6691 Толстовка женская Красный(18);Свитшот женский небольшого объема из пластичного футера с приспущенным плечом, рукавом комфортного объема, манжетами из основной ткани и стойким принтом с черным сахарным блеском в шрифте. Перевод Мы верим в любовь. Мы верим в моду.Состав: 65%полиэстер 35%хлопокВозрастная группа: StandardСезон: ОсеньКоллекция: WOW!;587.0;15;;https://optom-brend.ru/image/data/transfer/csvParser/263/16196156133.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196156151.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196156172.jpg;"L;M;S;XL;XS;XXS"
;DFN6800 Толстовка женская Серый(40);Толстовка женская. Новый по объему свитшот. Уникальный по форме рукав-лепесток. Низ изделия и манжеты - из основной ткани. Спущенная линия плеча. Мягкий стойкий soft-принт с золотой патиной. Перевод: Чудо. Сильная душа. Проживай жизнь с триумфом. Выпусти свой вольный дух.Состав: 85%хлопок 12%полиэстер 3%эластанВозрастная группа: StandardСезон: ВеснаКоллекция: УЛИТКА В ЛУВРЕ;880.0;15;;https://optom-brend.ru/image/data/transfer/csvParser/263/16196156303.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196156321.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196156332.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196156354.jpg;"L;M;S;XL;XS"
;DFN6801 Толстовка женская Оранжевый(31);Толстовка женская. Увеличенный объем. Горловина и манжеты из рибаны. НОВИНКА в декоре: объемные нашивки - 3D-цветок из пайеток с крупным камнем и фактурная пчела со стразами и бисером - надежно пришиты к основе. Не линяют при стирке. Шрифт выполнен золотом и черным глянцем. Перевод: Люби как последний раз.Состав: 96%хлопок 4%эластан, вставка: 97%полиэстер 3%эластанВозрастная группа: StandardСезон: ВеснаКоллекция: SELF CODE;880.0;15;;https://optom-brend.ru/image/data/transfer/csvParser/263/16196156373.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196156391.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196156412.jpg;"L;M;S;XL;XS"
;DFN6802 Толстовка женская Серый(40);Толстовка женская. НОВИНКА! Свитшот из мягкого футера комфортного объема, слегка спущенный рукав. Манжеты и горловина - из основной ткани. На одном рукаве - лампас из репсовой ленты. Суперстойкий эластичный принт. Перевод: «Возьми это с щепоткой соли. На втором рукаве принт Уупс!.Состав: 96%хлопок 4%эластанВозрастная группа: StandardСезон: ВеснаКоллекция: КУПАНИЕ ЖЕЛТОГО ОСЬМИНОГА;685.0;15;;https://optom-brend.ru/image/data/transfer/csvParser/263/16196156433.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196156441.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196156462.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196156484.jpg;"L;M;S;XL;XS"
;DFN6807 Толстовка женская Изумрудный(14);Свитшот женский из мягкого футера среднего объема с приспущенным плечом, манжетами на рукавах и по низу изделия и стойким эластичным принтом с деликатным золотом и глянцем. Перевод: Вы можете чувствовать счастье, если любите искусство.Состав: 85%хлопок 12%полиэстер 3%эластанВозрастная группа: StandardСезон: ОсеньКоллекция: ЦВЕТОЧНЫЙ ЭКСПРЕСС;880.0;15;;https://optom-brend.ru/image/data/transfer/csvParser/263/16196156573.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196156591.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196156612.jpg;"L;M;XL;XS"
;DFN6809 Толстовка женская Черный(49);Свитшот из мягкого футера удлиненный и объемный. Силуэт перевернутая трапеция. Понизу изделия манжета из основной ткани. Глубокий насыщенный цвет ежевичночерничный. Эклектичный принт в стилистике Etro имитирует вставку в технике печворк. Перевод Весь мир. Сверкающий декор из нашивкичерепашки из бисера, страз, бусин и камней.Состав: 96%хлопок 4%эластанВозрастная группа: StandardСезон: ВеснаКоллекция: SPICE;880.0;15;;https://optom-brend.ru/image/data/transfer/csvParser/263/16196156643.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196156661.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196156682.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196156694.jpg;"L;M;S;XL;XS"
;DFN6810 Толстовка женская Темно-синий(54);Новинка! Свитшот женский из мягкого принтованного футера прямого силуэта. Рукав реглан с однотонной вставкой, без манжет. Разноцветный металлизированный принт. Перевод: Вдохновение.Состав: 96%хлопок 4%эластанВозрастная группа: StandardСезон: ОсеньКоллекция: FOLLOW YOUR INSPIRATOIN;880.0;15;;https://optom-brend.ru/image/data/transfer/csvParser/263/16196156713.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196156731.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196156752.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196156774.jpg;"L;M;S;XS"
;DFN6827 Толстовка женская Голубой(9);Толстовка женская. Новинка. Свитшот из пластичного футера актуального силуэта и объема. Сильно спущенная линия плеча, аккуратная небольшая горловина. Разрезы в боковых швах 11 см. Манжеты из основной ткани. Декор из разноцветных страз и серебристого металлика. Перевод Мои мечты .Состав: 75%хлопок 20%полиэстер 5%эластанВозрастная группа: StandardСезон: ВеснаКоллекция: MY DREAMS;880.0;15;;https://optom-brend.ru/image/data/transfer/csvParser/263/16196156793.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196156811.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196156832.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196156854.jpg;"L;M;S;XL;XS"
;DFNM6808 Толстовка женская Бежевый(3);Туника женская из пластичного футера актуального силуэта и объема. Перепад длин переда и спинки. Акценты - высокие разрезы по бокам, отделанные рибаной. Сложные меланжевые цвета. Стойкий normal-принт с разными оттенками золота. Перевод: Жизнь - это поиск гармонии.Состав: 96%хлопок 4%эластан, вставка: 95%хлопок 5%эластанВозрастная группа: StandardСезон: ОсеньКоллекция: ЛЕГКИМ РОСЧЕРКОМ;880.0;15;;https://optom-brend.ru/image/data/transfer/csvParser/263/16196156943.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196156961.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196156972.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196156994.jpg;"L;M;S;XL;XS"
;DJ680/2 Джемпер женский Grey;Удлиненный ствитшот свободного объема со спущенным плечом: твоя фигура безупречна! Особенности: плотный, пластичный трикотажСостав: 95%хлопок 5%эластанВозрастная группа: StandardСезон: ВеснаКоллекция: АЛЬПИЙСКИЙ РОДНИК;782.0;15;;https://optom-brend.ru/image/data/transfer/csvParser/263/16196157033.jpg;"XS"
;DJ682 Джемпер женский Azure;На пике моды: стеганый свитшот в оттенках лазури и морской волны! Особенности: стеганая ткань, гладкая, шелковистаяСостав: 86%полиэстер 12%вискоза 2%эластанВозрастная группа: StandardСезон: ВеснаКоллекция: КРОСС ПО ЛУВРУ;880.0;15;;https://optom-brend.ru/image/data/transfer/csvParser/263/16196157053.jpg;"XS"
;KJX671 Жакет женский Blue;Жакет женский с длинным рукавом на пуговицах. Особенности: гладкая, мягкая пряжаСостав: 55%полиэстер 20%акрил 20%нейлон 5%шерстьВозрастная группа: StandardСезон: ОсеньКоллекция: СНЕЖНЫЙ БАРС;489.0;15;;https://optom-brend.ru/image/data/transfer/csvParser/263/16196157123.jpg;"XS"
;KJX681 Жакет женский Scarlet;Жакет вязаный: мягкое и очень приятное к телу вязаное полотно, пластичное, красиво драпируется.Состав: 80%вискоза 20%нейлонВозрастная группа: StandardСезон: ВеснаКоллекция: СОЛНЦЕ АДРИАТИКИ;587.0;15;;https://optom-brend.ru/image/data/transfer/csvParser/263/16196157143.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196157151.jpg;"L;M;S;XL;XS"
;KJX690 Жакет женский Зеленый(12);Кардиган рельефной вязки с люрексом — деликатное мерцание на каждый день. Модель можно носить как на работу, так и вечером в ресторан, добавив украшения. Сегодня в тренде — монолук (разные фактуры в одном цвете). Добавьте трикотажную футболку в тон и золотые украшения, и вы получите стильный, элегантный, сдержанный образ.Состав: 90%вискоза 10%люрексВозрастная группа: StandardСезон: ОсеньКоллекция: КОРОЛЕВСКИЙ СЕЗОН;685.0;15;;https://optom-brend.ru/image/data/transfer/csvParser/263/16196157173.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196157191.jpg;"S;XS"
;DFJ6686 Джемпер женский Черный(49);Новинка! Джемпер женский свободного объема со спущенной линией плеча, горловиной из рибаны, стойким эластичным принтом с элементами золота, в стиле картины Климта и вышивкой деликатными красными пайетками-монисто. Перевод Итак... поцелуй?Состав: 100%хлопокВозрастная группа: StandardСезон: ОсеньКоллекция: WOW!;489.0;15;;https://optom-brend.ru/image/data/transfer/csvParser/263/16196157933.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196157951.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196157962.jpg;"M;S;XL;XS;XXS"
;DFJ6687 Джемпер женский Черный(49);Новинка! Джемпер женский большого объема со спущенным плечом, горловиной из рибаны и стойким эластичным принтом в стиле неоновых красок. Перевод Не читай следующее предложение. Ах ты маленький проказник. Я люблю тебя.Состав: 100%хлопокВозрастная группа: StandardСезон: ОсеньКоллекция: WOW!;489.0;15;;https://optom-brend.ru/image/data/transfer/csvParser/263/16196157993.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196158011.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196158022.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196158044.jpg;"L;M;S;XL;XS;XXS"
;DFJ6688 Джемпер женский Бордовый(5);Джемпер женский среднего объема из смесовой пластичной ткани с оригинальной линией плеча и горловины и стойким принтом с розовым металликом. Перевод принта Люби себя.Состав: 60%полиэстер 35%хлопок 5%эластанВозрастная группа: StandardСезон: ОсеньКоллекция: WOW!;489.0;15;;https://optom-brend.ru/image/data/transfer/csvParser/263/16196158073.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196158091.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196158112.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196158124.jpg;"S;XS;XXS"
;DFJ6688 Джемпер женский Серый(40);Джемпер женский среднего объема из смесовой пластичной ткани с оригинальной линией плеча и горловины и стойким принтом с розовым металликом. Перевод принта Люби себя.Состав: 60%полиэстер 35%хлопок 5%эластанВозрастная группа: StandardСезон: ОсеньКоллекция: WOW!;489.0;15;;https://optom-brend.ru/image/data/transfer/csvParser/263/16196158153.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196158161.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196158182.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196158204.jpg;"S;XS;XXS"
;DFJ6782 Джемпер женский Бирюза(4);Джемпер женский. Свободный лонгслив прямого силуэта. Слегка спущенное плечо - комфортно в носке. Меланж.Состав: 65%полиэстер 30%хлопок 5%эластанВозрастная группа: StandardСезон: ОсеньКоллекция: СЕНТЯБРЬ В ДОВИЛЕ;489.0;15;;https://optom-brend.ru/image/data/transfer/csvParser/263/16196158223.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196158241.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196158262.jpg;"XS"
;DFJ6807 Джемпер женский Пурпурный(36);Новинка! Лонгслив женский свободного силуэта с объемным рукавом, зауженным книзу, и стойким эластичным принтом с деликатным золотом и глянцем. Перевод: Делай разумный выбор в своей жизни. Делай искусство своей жизнью.Состав: 57%хлопок 38%полиэстер 5%эластанВозрастная группа: StandardСезон: ОсеньКоллекция: ЦВЕТОЧНЫЙ ЭКСПРЕСС;587.0;15;;https://optom-brend.ru/image/data/transfer/csvParser/263/16196158283.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196158301.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196158322.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196158344.jpg;"L;M;S;XS"
;DFJ6809 Джемпер женский Кремовый(19);Джемпер женский. Лонгслив свободного прямого силуэта. Слегка увеличенный объем, небольшая горловина. Мягкий стойкий allover принт в стиле скетчевой графики, имитирующий полоску зебра. Стойкий эластичный принт с отсылкой к восточной стилистике. Перевод Любовь и пейсли.Состав: 57%хлопок 38%полиэстер 5%эластанВозрастная группа: StandardСезон: ВеснаКоллекция: SPICE;489.0;15;;https://optom-brend.ru/image/data/transfer/csvParser/263/16196158363.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196158381.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196158402.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196158424.jpg;"L;M;S;XL;XS"
;DFJ6827 Джемпер женский Розовый(37);Джемпер женский. Прямой свободный лонгслив. Немного спущенная линия плеча. Расслабленный силуэт. Декор из разноцветных страз и серебристого металлика. Перевод Мои мечты .Состав: 95%хлопок 5%эластанВозрастная группа: StandardСезон: ВеснаКоллекция: MY DREAMS;587.0;15;;https://optom-brend.ru/image/data/transfer/csvParser/263/16196158513.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196158531.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196158552.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196158574.jpg;"L;M;S;XL;XS;XXS"
;DFJ6842 Джемпер женский Белый(2);Джемпер женский из мягкого тонкого трикотажа прямого кроя с почти квадратной формой горловины за счет подкройных плечей. Втачной рукав. Стойкий эластичный glossy rubber принт. Перевод Если хочешь быть оригиналом будь готов к тому, что тебя захотят копировать.Состав: 60%полиэстер 35%хлопок 5%эластанВозрастная группа: StandardСезон: ВеснаКоллекция: WOW!;489.0;15;;https://optom-brend.ru/image/data/transfer/csvParser/263/16196158583.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196158601.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196158622.jpg;"L;M;S;XL;XS;XXS"
;DFJ6842 Джемпер женский Черный(49);Джемпер женский из мягкого тонкого трикотажа прямого кроя с почти квадратной формой горловины за счет подкройных плечей. Втачной рукав. Стойкий эластичный glossy rubber принт. Перевод Если хочешь быть оригиналом будь готов к тому, что тебя захотят копировать.Состав: 60%полиэстер 35%хлопок 5%эластанВозрастная группа: StandardСезон: ВеснаКоллекция: WOW!;489.0;15;;https://optom-brend.ru/image/data/transfer/csvParser/263/16196158643.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196158661.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196158682.jpg;"L;M;S;XL;XS;XXS"
;DFJ6845 Джемпер женский Серый(40);Джемпер женский из мягкого тонкого трикотажа свободного объема. Серый благородный меланж. Горловина, манжеты рукавов и низ изделия из меланжевой рибаны. Эластичный стойкий неоновый принт с черным глянцем. Перевод Люби себя.Состав: 100%хлопок, вставка: 95%хлопок 5%эластанВозрастная группа: StandardСезон: ВеснаКоллекция: WOW!;489.0;15;;https://optom-brend.ru/image/data/transfer/csvParser/263/16196158703.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196158711.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196158732.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196158754.jpg;"L;M;S;XL;XS;XXS"
;DFJ6848 Джемпер женский Черный(49);Джемпер женский из трикотажа среднего объема со спущенным рукавом. Стойкий эластичный принт выполнен из металлика цвета серебра и золота. Перевод Через тернии к звездам. Пришивной декор брошь в виде мотылька, вышитого золотыми нитями, бисером и стразами.Состав: 100%хлопокВозрастная группа: StandardСезон: ВеснаКоллекция: WOW!;489.0;15;;https://optom-brend.ru/image/data/transfer/csvParser/263/16196158773.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196158781.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196158802.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196158824.jpg;"L;M;S;XL;XS;XXS"
;DFDJ6780 Платье женское Темно-серый(43);Платье женское. Платье полуприлегающего кроя. Комфортный рукав-реглан длины 3/4. Декоративные контрастные вставки по верхней части рукава и боковым швам - стройнят и вытягивают силуэт. Металлизированный принт, эффект тени. Перевод: «Новые правила. Новая королева. Сама выбирай свой путь. Сама создавай настоящее».Состав: 73%полиэстер 27%хлопокВозрастная группа: StandardСезон: ОсеньКоллекция: КОРОЛЕВСКИЕ ПРАВИЛА;880.0;15;;https://optom-brend.ru/image/data/transfer/csvParser/263/16196159143.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196159151.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196159172.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196159194.jpg;"XS"
;DFDJ6781 Платье женское Серый(40);Платье женское. Новинка! Платье актуальной длины миди с декоративной резинкой по талии. Степень прилегания регулируется кулисой. Декор мерцающими стразами и металлическим тонким принтом. Перевод: «Я не совершенство. Я - лимитированный выпуск».Состав: 85%хлопок 12%полиэстер 3%эластанВозрастная группа: StandardСезон: ОсеньКоллекция: УТРО В САДУ;880.0;15;;https://optom-brend.ru/image/data/transfer/csvParser/263/16196159213.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196159221.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196159242.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196159254.jpg;"XS"
;DFDJ6782 Платье женское Бордовый(5);Платье женское. Новая модель! Платье актуальной длины миди из мягкого футера. Открытые срезы горловины, манжетов, низа изделия. Металлизированный принт в тон ткани. Перевод текста: «Истории настоящей любви никогда не имеют конца».Состав: 85%хлопок 12%полиэстер 3%эластанВозрастная группа: StandardСезон: ОсеньКоллекция: СЕНТЯБРЬ В ДОВИЛЕ;782.0;15;;https://optom-brend.ru/image/data/transfer/csvParser/263/16196159283.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196159291.jpg https://optom-brend.ru/image/data/transfer/csvParser/263/16196159312.jpg;"M;S;XS"
